Energy Grid,Fitness_1,Fitness_2,N_Groups
"(6, 9, 13, 26, 78, 88, 89, 91, 94, 97, 122)",0.07749801284879232,0.0822027070703858,11.0
"(6, 9, 13, 30, 78, 88, 89, 91, 94, 97, 122)",0.07749794150493461,0.09957056150613197,11.0
"(6, 9, 78, 88, 89, 91, 94, 97, 108, 110, 138)",0.050919156957812794,0.521695737738527,11.0
"(6, 9, 13, 21, 88, 89, 91, 94, 97, 124, 139)",0.08988973348896212,0.05668022198085887,11.0
"(6, 9, 43, 78, 88, 89, 91, 94, 97, 122, 166)",0.0647434663040668,0.3933601539587187,11.0
"(6, 9, 23, 78, 88, 89, 91, 94, 97, 122, 166)",0.06474392252701222,0.15567826514018723,11.0
"(6, 9, 13, 23, 78, 88, 89, 91, 94, 97, 122)",0.07749805954659339,0.0631481731206388,11.0
"(6, 9, 25, 78, 88, 89, 91, 94, 97, 122, 166)",0.06474389239907496,0.1930927868518787,11.0
"(3, 6, 7, 9, 13, 19, 23, 42, 88, 89, 122)",0.15708569086987556,0.017754336623188705,11.0
"(6, 9, 19, 78, 88, 89, 91, 94, 97, 122, 166)",0.06474397665517306,0.11218390102733078,11.0
"(6, 9, 22, 78, 88, 89, 91, 94, 97, 122, 166)",0.06474393678398294,0.14055206001558052,11.0
"(6, 7, 9, 13, 23, 88, 89, 94, 97, 122)",0.11488620319822795,0.039174957947880173,10.0
"(6, 9, 23, 78, 88, 89, 91, 94, 97, 122)",0.07749805954659339,0.15569357698308617,10.0
"(6, 9, 34, 78, 88, 89, 91, 94, 97, 122)",0.07749785718947322,0.3167956919564525,10.0
"(6, 9, 27, 78, 88, 89, 91, 94, 97, 122)",0.07749799606200192,0.22682289215603024,10.0
"(6, 9, 22, 78, 88, 89, 91, 94, 97, 122)",0.0774980740006751,0.14056710236668601,10.0
"(3, 6, 7, 9, 13, 14, 19, 23, 89, 124)",0.3470865872004515,0.01167057296878804,10.0
"(6, 9, 43, 78, 88, 89, 91, 94, 97, 122)",0.07749759701609793,0.3933814651727815,10.0
"(6, 9, 19, 78, 88, 89, 91, 94, 97, 122)",0.07749811442310817,0.11219846272605483,10.0
"(6, 9, 13, 21, 88, 89, 91, 94, 97, 124)",0.09943062750346932,0.05669387787080127,10.0
"(6, 9, 31, 78, 88, 89, 91, 94, 97, 122)",0.07749792177152803,0.2825934137966871,10.0
"(3, 6, 7, 9, 13, 19, 23, 87, 89, 122)",0.2165536863181664,0.017916868467417246,10.0
"(6, 9, 13, 21, 78, 88, 89, 94, 97, 122)",0.09356899937532193,0.056740629854984626,10.0
"(3, 6, 7, 9, 13, 19, 23, 88, 89, 122)",0.15884349213241777,0.017931859688938623,10.0
"(6, 9, 13, 23, 78, 88, 89, 94, 97, 122)",0.09356897047077295,0.0631799457051293,10.0
"(6, 9, 78, 88, 89, 91, 94, 97, 122, 158)",0.06770558393746051,0.521684367064104,10.0
"(3, 6, 7, 9, 13, 21, 76, 88, 89, 124)",0.14358086475652887,0.02526862977152411,10.0
"(6, 9, 25, 78, 88, 89, 91, 94, 97, 122)",0.07749802900211944,0.19310880868521074,10.0
"(6, 9, 13, 31, 78, 88, 89, 94, 97, 122)",0.09356883025297269,0.10306962152617638,10.0
"(6, 7, 9, 13, 21, 65, 88, 89, 97, 122)",0.12919177290687767,0.032858282400335614,10.0
"(6, 9, 13, 26, 78, 88, 89, 94, 97, 122)",0.09356892294502561,0.08223513931357318,10.0
"(6, 9, 13, 21, 78, 88, 89, 97, 122)",0.11489536171151149,0.05675691358544266,9.0
"(6, 9, 13, 23, 88, 89, 94, 97, 122)",0.11488620319822795,0.06318964927289172,9.0
"(6, 9, 27, 78, 88, 89, 94, 97, 122)",0.09356890586060751,0.22686139101981584,9.0
"(6, 9, 19, 78, 88, 89, 94, 97, 122)",0.09356902632024167,0.11223199078372492,9.0
"(6, 9, 22, 78, 88, 89, 94, 97, 122)",0.09356898518112367,0.14060173718104207,9.0
"(6, 9, 23, 78, 88, 89, 94, 97, 122)",0.09356897047077295,0.15572883233556767,9.0
"(6, 7, 9, 13, 19, 23, 87, 89, 122)",0.2165536863181664,0.025483577899995224,9.0
"(6, 9, 35, 78, 88, 89, 94, 97, 122)",0.0935687405788097,0.3276728039559146,9.0
"(6, 9, 19, 68, 88, 89, 94, 97, 122)",0.1058232445530749,0.11209300656647148,9.0
"(6, 7, 9, 13, 19, 23, 88, 89, 122)",0.15884349213241777,0.025498685523833164,9.0
"(3, 6, 7, 9, 13, 21, 76, 89, 124)",0.2799101222864927,0.02528172433287712,9.0
"(6, 9, 13, 26, 88, 89, 94, 97, 122)",0.11469032470286755,0.08225961285191319,9.0
"(6, 7, 9, 13, 14, 19, 25, 89, 122)",0.3421645599029408,0.021057703386361037,9.0
"(6, 9, 44, 78, 88, 89, 94, 97, 122)",0.09356846166584465,0.3999997777298857,9.0
"(6, 7, 9, 13, 21, 88, 89, 97, 124)",0.13777866086587143,0.03288712263987803,9.0
"(6, 7, 9, 13, 23, 88, 89, 97, 122)",0.1367390341761131,0.03919094397640743,9.0
"(6, 9, 30, 78, 88, 89, 94, 97, 122)",0.09356885033625018,0.2702239387645641,9.0
"(6, 9, 13, 21, 66, 88, 89, 97, 124)",0.1295703903831682,0.056710438899342575,9.0
"(6, 9, 64, 88, 89, 91, 94, 97, 122)",0.09167043915429596,0.4893820623593129,9.0
"(6, 9, 13, 31, 88, 89, 94, 97, 122)",0.11431816042227005,0.10311809206170908,9.0
"(6, 9, 25, 78, 88, 89, 94, 97, 122)",0.0935689393847492,0.1931456988878053,9.0
"(6, 9, 13, 27, 78, 88, 89, 122)",0.13644040977945604,0.08662687269863356,8.0
"(6, 9, 37, 88, 89, 94, 97, 122)",0.11377551871460068,0.34632339508782817,8.0
"(6, 9, 28, 78, 88, 89, 97, 122)",0.11489524774767967,0.24211817368856814,8.0
"(6, 9, 19, 41, 88, 89, 97, 122)",0.1351507158241464,0.10936744046239621,8.0
"(6, 9, 13, 24, 78, 88, 89, 122)",0.1364404615846766,0.06856692815827681,8.0
"(6, 7, 9, 13, 21, 76, 89, 124)",0.2799101222864927,0.03290605594842033,8.0
"(6, 9, 26, 78, 88, 89, 97, 122)",0.1148952834396475,0.21204282166701283,8.0
"(6, 9, 63, 88, 89, 94, 97, 122)",0.10843196966535495,0.48662377341939256,8.0
"(6, 9, 13, 21, 59, 88, 89, 122)",0.15357151883288012,0.056677103043084265,8.0
"(6, 9, 44, 88, 89, 94, 97, 122)",0.11295601975418401,0.4000771294773825,8.0
"(6, 9, 21, 78, 88, 89, 97, 124)",0.11578831603618989,0.1271776579137318,8.0
"(6, 7, 9, 13, 21, 88, 89, 122)",0.1589706711816019,0.032930237889158276,8.0
"(6, 7, 9, 13, 24, 88, 89, 122)",0.1587769295150483,0.04443517249860873,8.0
"(6, 9, 78, 88, 89, 94, 97, 122)",0.09356913761448293,0.5217755011393148,8.0
"(6, 9, 19, 77, 88, 89, 97, 124)",0.11749063246720792,0.11222914681028184,8.0
"(6, 9, 22, 78, 88, 89, 97, 122)",0.1148953471753077,0.1406196099289142,8.0
"(6, 9, 24, 78, 88, 89, 97, 122)",0.11489531648776707,0.17291747089133902,8.0
"(6, 7, 9, 13, 21, 88, 89, 124)",0.16239283143357353,0.032915540371763585,8.0
"(6, 9, 31, 88, 89, 94, 97, 122)",0.11431816042227005,0.28269550992094594,8.0
"(6, 9, 13, 21, 78, 88, 89, 122)",0.1364405079367189,0.05678495803777717,8.0
"(6, 9, 13, 25, 88, 89, 122)",0.1587082593185537,0.07582250873020213,7.0
"(6, 9, 13, 21, 88, 89, 122)",0.1589706711816019,0.05678592218727507,7.0
"(6, 9, 78, 88, 89, 97, 122)",0.1148955032815091,0.5218076202896552,7.0
"(6, 9, 28, 88, 89, 97, 122)",0.13639317920790783,0.2421625387169597,7.0
"(6, 9, 19, 77, 88, 89, 124)",0.14152290947355817,0.1122601043819964,7.0
"(6, 9, 13, 21, 61, 89, 122)",0.31974743254414584,0.056716318230328855,7.0
"(6, 9, 46, 88, 89, 97, 122)",0.13446880284298957,0.4115966072128141,7.0
"(6, 9, 20, 88, 89, 97, 122)",0.13692218997333128,0.12058241781987178,7.0
"(6, 9, 64, 88, 89, 97, 122)",0.12967647734557652,0.4894704440046924,7.0
"(6, 9, 26, 78, 88, 89, 122)",0.13644042771203235,0.2120763931690961,7.0
"(6, 9, 32, 88, 89, 97, 122)",0.13607215214027957,0.2955357795279161,7.0
"(6, 9, 22, 78, 88, 89, 122)",0.13644049303784778,0.14065039119478895,7.0
"(6, 9, 13, 28, 88, 89, 122)",0.1584885523467785,0.09132964247014863,7.0
"(6, 9, 19, 49, 88, 89, 122)",0.15600815338330154,0.11065037582140558,7.0
"(6, 7, 9, 13, 21, 89, 122)",0.3432084834973923,0.03293657268615957,7.0
"(6, 9, 39, 88, 89, 97, 122)",0.13538463836832904,0.36376790060949526,7.0
"(6, 9, 24, 78, 88, 89, 122)",0.1364404615846766,0.17294945422198227,7.0
"(6, 9, 13, 21, 76, 89, 124)",0.2799101222864927,0.05676112865497873,7.0
"(6, 9, 26, 88, 89, 122)",0.15863737983325454,0.21210489981637481,6.0
"(6, 9, 21, 88, 89, 122)",0.1589706711816019,0.12722647308788337,6.0
"(6, 9, 19, 88, 89, 124)",0.16251314500608027,0.11232985266501683,6.0
"(6, 9, 41, 88, 89, 122)",0.15721351461222266,0.37930189944426274,6.0
"(6, 9, 34, 88, 89, 122)",0.15797612568635577,0.3169725803651312,6.0
"(6, 9, 13, 21, 89, 124)",0.34759634193933486,0.05677734786090971,6.0
"(6, 9, 19, 38, 89, 122)",0.3376599035702462,0.10864592348865576,6.0
"(6, 9, 13, 25, 89, 122)",0.3421645599029408,0.07582339431399776,6.0
"(6, 9, 19, 77, 89, 124)",0.2732945344268709,0.11226552655915278,6.0
"(6, 9, 47, 88, 89, 122)",0.1563534162204856,0.4173629009905363,6.0
"(6, 9, 78, 88, 89, 122)",0.13644065303877972,0.5218629408548418,6.0
"(6, 9, 29, 88, 89, 122)",0.1584103654010579,0.25846375481084527,6.0
"(6, 9, 23, 88, 89, 122)",0.15884349213241777,0.15578912606666007,6.0
"(6, 9, 24, 88, 89, 122)",0.1587769295150483,0.1729703455715983,6.0
"(6, 9, 25, 88, 89, 122)",0.1587082593185537,0.19322255675456712,6.0
"(6, 9, 22, 89, 122)",0.3429590375612589,0.14065619738846147,5.0
"(6, 9, 86, 89, 124)",0.2564273692127743,0.5350048077945541,5.0
"(6, 9, 41, 89, 122)",0.33628000622568976,0.37930199754132354,5.0
"(6, 9, 34, 89, 122)",0.3392692300655259,0.31697264495246535,5.0
"(6, 9, 29, 89, 122)",0.3409834455605023,0.25846418340487765,5.0
"(6, 9, 87, 89, 124)",0.22085732509309763,0.5365558494379774,5.0
"(6, 9, 38, 89, 122)",0.3376599035702462,0.35531012646631477,5.0
